id,username,original_comment,cleaned_comment,normalized_comment,stopword_removed,stemmed_comment,toxicity_score,severity_level,category,matched_toxic_words,is_cyberbullying,sample_weight
776,@piannx14,Bayangkan aja terus,bayangkan aja terus,bayangkan saja terus,bayangkan terus,bayang terus,0,safe,non-cyberbullying,,0,0.529178674351585
777,@riantonolijanto4783,Aroma comeback 😂😂 casternya ppq,aroma comeback casternya ppq,aroma comeback casternya ppq,aroma comeback casternya ppq,aroma comeback casternya ppq,0,safe,non-cyberbullying,,0,0.529178674351585
778,@XMKNOVEL,Bilangin ke kindom rrq tolol dan jangan bnyk bacot mana toyy😂,bilangin ke kindom rrq tolol dan jangan bnyk bacot mana toyy,bilangin ke kindom rrq tolol dan jangan bnyk bacot mana toyy,bilangin kindom rrq tolol jangan bnyk bacot mana toyy,bilangin kindom rrq tolol jangan bnyk bacot mana toyy,4,moderate_toxic,cyberbullying,tolol(personal:4); bacot(negative:0),1,9.067901234567902
779,@lidiansyahh6642,Zunesh sejenis hewan apa sih😅,zunesh sejenis hewan apa sih,zunesh sejenis hewan apa sih,zunesh sejenis hewan apa sih,zunesh jenis hewan apa sih,0,safe,non-cyberbullying,,0,0.529178674351585
780,@MurwatiWati-eu9wc,Onic masih dengan 2-0,onic masih dengan,onic kasih dengan,onic kasih,onic kasih,0,safe,non-cyberbullying,,0,0.529178674351585
781,@AdeSuryana-v2e,Siapa Juned gw gak kenal,siapa juned gw gak kenal,siapa juned saya tidak kenal,siapa juned tidak kenal,siapa juned tidak kenal,0,safe,non-cyberbullying,,0,0.529178674351585
782,@dimaspramudya880,"Pharsa ditangan yg tepat, gak kayak match 1 pharsa poke itu😂",pharsa ditangan yg tepat gak kayak match pharsa poke itu,pharsa ditangan yang tepat tidak seperti match pharsa poke itu,pharsa ditangan tepat seperti match pharsa poke,pharsa tang tepat seperti match pharsa poke,3,moderate_toxic,non-cyberbullying,poke(gaming:3),0,0.529178674351585
783,@AutomotifKouts,Lu ngeban lance ga ngaruh Cok buat kairi😅,lu ngeban lance ga ngaruh cok buat kairi,kamu ngeban lance tidak ngaruh cok buat kairi,kamu ngeban lance ngaruh cok buat kairi,kamu ngeban lance ngaruh cok buat kairi,0,safe,non-cyberbullying,,0,0.529178674351585
784,@papimbendol,"Baru kali ini puas di ayam2 in ama landak

Sory, udah kaga dukung tim2 lagi
Lebih ke respek player
#sanz skylar dyrenn idok
Yg laen nya nt dlu 😅",baru kali ini puas di ayam in ama landak sory udah kaga dukung tim lagi lebih ke respek player skylar dyrenn idok yg laen nya nt dlu,baru kali ini puas di ayam in sama landak sory sudah kaga dukung tim lagi lebih ke respek player skylar dyrenn idok yang laen ya nanti dlu,baru kali puas ayam in sama landak sory kaga dukung tim lebih respek player skylar dyrenn idok laen nanti dlu,baru kali puas ayam in sama landak sory kaga dukung tim lebih respek player skylar dyrenn idok laen nanti dlu,0,safe,non-cyberbullying,,0,0.529178674351585
785,@adityaputra4814,Awokawokawok diobok obok sama mas mantan,awokawokawok diobok obok sama mas mantan,awokawokawok diobok goblok sama mas mantan,awokawokawok diobok goblok sama mas mantan,awokawokawok diobok goblok sama mas mantan,4,moderate_toxic,cyberbullying,goblok(personal:4),1,9.067901234567902
786,@aditnasution8483,Rinz di bikin mati 2kali di basenya sendiri sama skylar😅😅😅,rinz di bikin mati kali di basenya sendiri sama skylar,rinz di bikin mati kali di basenya sendiri sama skylar,rinz bikin mati kali basenya sendiri sama skylar,rinz bikin mati kali basenya sendiri sama skylar,5,moderate_toxic,cyberbullying,mati(extreme:5),1,9.067901234567902
787,@ridhorizki-j4u,Jungle lol,jungle lol,jungle lol,jungle lol,jungle lol,0,safe,non-cyberbullying,,0,0.529178674351585
788,@FiqriAndrian-x8y,Onic tak terkalahkan,onic tak terkalahkan,onic tak terkalahkan,onic tak terkalahkan,onic tak kalah,0,safe,non-cyberbullying,,0,0.529178674351585
789,@SoraSleepy-s8m6t,Dah gua teka setiap game onic win 2 - 0 win,dah gua teka setiap game onic win win,sudah saya teka setiap game onic win win,saya teka game onic win win,saya teka game onic win win,0,safe,non-cyberbullying,,0,0.529178674351585
790,@PutrawanInfo,"dikasih telor ama tim yang ""gak jago"" 😂😂😂😂😂😂😂😂",dikasih telor ama tim yang gak jago,kasih telor sama tim yang tidak jago,kasih telor sama tim tidak jago,kasih telor sama tim tidak jago,0,safe,non-cyberbullying,,0,0.529178674351585
791,@arkaraditya-t8l,kalah segalanya......😝,kalah segalanya,kalau segalanya,kalau segalanya,kalau segala,0,safe,non-cyberbullying,,0,0.529178674351585
792,@Lynzy-b2n,Kingdom kenapa jir pada gak terima🤭,kingdom kenapa jir pada gak terima,kingdom kenapa jir pada tidak terima,kingdom jir tidak terima,kingdom jir tidak terima,0,safe,non-cyberbullying,,0,0.529178674351585
793,@WIINXSSS,caster terlalu memihak rrq wkwkwk,caster terlalu memihak rrq wkwkwk,caster terlalu memihak rrq wkwkwk,caster terlalu memihak rrq wkwkwk,caster terlalu pihak rrq wkwkwk,0,safe,non-cyberbullying,,0,0.529178674351585
794,@alans7919,Gw fans rrq dari 2020 kenapa sekarang rrq mainya blunder gini yee😢,gw fans rrq dari kenapa sekarang rrq mainya blunder gini yee,saya fans rrq dari kenapa sekarang rrq mainya blunder gini yee,fans rrq kenapa sekarang rrq mainya blunder gini yee,fans rrq kenapa sekarang rrq mai blunder gin yee,0,safe,non-cyberbullying,,0,0.529178674351585
795,@MuhamadFaisal-l6v,RRQ parah😢,rrq parah,rrq parah,rrq parah,rrq parah,1,minor_negative,non-cyberbullying,parah(negative:1),0,0.529178674351585
796,@sys48,LIM CASTER POKE,lim caster poke,lim caster poke,lim caster poke,lim caster poke,3,moderate_toxic,non-cyberbullying,poke(gaming:3),0,0.529178674351585
797,@fajarasad2850,Sir L pose,sir l pose,sir l pose,sir l pose,sir l pose,0,safe,non-cyberbullying,,0,0.529178674351585
798,@rahmatpictgame1916,"MPL Id udah selesai. Tunggu kairi, sanz, kiboy pensiun baru nonton lagi. Sampai jumpa season gtw berapa. . 😂😂",mpl id udah selesai tunggu kairi sanz kiboy pensiun baru nonton lagi sampai jumpa season gtw berapa,mpl id sudah selesai tunggu kairi sanz kiboy pensiun baru nonton lagi sampai jumpa season gtw berapa,mpl id selesai tunggu kairi sanz kiboy pensiun baru nonton sampai jumpa season gtw berapa,mpl id selesai tunggu kairi sanz kiboy pensiun baru nonton sampai jumpa season gtw berapa,0,safe,non-cyberbullying,,0,0.529178674351585
799,@NrnabellaA,Kasian masih kecil udh jadi kingdom,kasian masih kecil udh jadi kingdom,kasian kasih kecil sudah jadi kingdom,kasian kasih kecil jadi kingdom,kasi kasih kecil jadi kingdom,0,safe,non-cyberbullying,,0,0.529178674351585
800,@sennichisan,"Anomali emang rinz , lainnya udah lumayan bagus Ampe late game berusaha semaksimal mungkin , tapi kenapa rinz SE ego itu ngulti yang backup kagak ada 😂",anomali emang rinz lainnya udah lumayan bagus ampe late game berusaha semaksimal mungkin tapi kenapa rinz se ego itu ngulti yang backup kagak ada,anomali memang rinz lainnya sudah lumayan bagus sampai late game berusaha semaksimal mungkin tapi kenapa rinz se ego itu ngulti yang backup kagak ada,anomali memang rinz lainnya lumayan bagus late game berusaha semaksimal mungkin kenapa rinz se ego ngulti backup kagak,anomali memang rinz lain lumayan bagus late game usaha maksimal mungkin kenapa rinz se ego ngulti backup kagak,0,safe,non-cyberbullying,,0,0.529178674351585
801,@fatkhurratib471,Rinz mati di base🗿,rinz mati di base,rinz mati di base,rinz mati base,rinz mati base,5,moderate_toxic,cyberbullying,mati(extreme:5),1,9.067901234567902
802,@syamsulsyam291,"Caster penyepong rinz anjir, bahkan saat sanz solo kill rizn gak di notice sama skli haha😅😅",caster penyepong rinz anjir bahkan saat sanz solo kill rizn gak di notice sama skli haha,caster penyepong rinz anjir akan saat sanz solo kill rizn tidak di notice sama skli haha,caster penyepong rinz anjir saat sanz solo kill rizn di notice sama skli haha,caster penyepong rinz anjir saat sanz solo kill rizn di notice sama skli haha,1,minor_negative,non-cyberbullying,anjir(negative:1),0,0.529178674351585
803,@ajisantoso6673,RINZ GOBLOK MAIN D RANK AJAH GAUSAH MAIN D MPL,rinz goblok main d rank ajah gausah main d mpl,rinz goblok main d rank ajah gausah main d mpl,rinz goblok main d rank ajah gausah main d mpl,rinz goblok main d rank ajah gausah main d mpl,4,moderate_toxic,cyberbullying,goblok(personal:4),1,9.067901234567902
804,@MuhamadMaulana-i3j,"Jngn jadi musiman , Gua dari awal onic sampe sekarang 😂",jngn jadi musiman gua dari awal onic sampe sekarang,jangan jadi musiman saya dari awal onic sampai sekarang,jangan jadi musiman dari awal onic sekarang,jangan jadi musim dari awal onic sekarang,0,safe,non-cyberbullying,,0,0.529178674351585
805,@AndreKece-k6e,Oh ini midlaner yang nge blame dyren itu,oh ini midlaner yang nge blame dyren itu,oh ini midlaner yang nge blame dyren itu,ini midlaner nge blame dyren,ini midlaner nge blame dyren,0,safe,non-cyberbullying,,0,0.529178674351585
806,@Yangpentingmancing16_,aroma2 comeback wkwkwkwkw😂😂😂😂,aroma comeback wkwkwkwkw,aroma comeback wkwkwkwkw,aroma comeback wkwkwkwkw,aroma comeback wkwkwkwkw,0,safe,non-cyberbullying,,0,0.529178674351585
807,@alwi_07,"Gila sanz, kocak rinz 😂",gila sanz kocak rinz,gila sanz kocak rinz,gila sanz kocak rinz,gila sanz kocak rinz,0,safe,non-cyberbullying,,0,0.529178674351585
808,@anthonyyuliuslawa4182,Asli serem Onic...Wes kasih Piala MPL S16 ke Onic 🏆🎉🎉,asli serem onicwes kasih piala mpl s ke onic,asli serem onicwes kasih piala mpl s ke onic,asli serem onicwes kasih piala mpl s onic,asli rem onicwes kasih piala mpl s onic,0,safe,non-cyberbullying,,0,0.529178674351585
809,@abdsya7738,Yg MW duit tambahan,yg mw duit tambahan,yang mw duit tambahan,mw duit tambahan,mw duit tambah,0,safe,non-cyberbullying,,0,0.529178674351585
810,@piSau_MLBB,Personal bgt sih pengen nge gank skylar,personal bgt sih pengen nge gank skylar,personal banget sih pengen nge gank skylar,personal banget sih pengen nge gank skylar,personal banget sih ken nge gank skylar,0,safe,non-cyberbullying,,0,0.529178674351585
811,@ZaakyHow,MIKIRRRR KIDSSS,mikirrrr kidsss,mikirrrr kidsss,mikirrrr kidsss,mikirrrr kidsss,0,safe,non-cyberbullying,,0,0.529178674351585
812,@anomalirepley132,"4 kata lucu
Aura combeck mulai tercium😜👈",kata lucu aura combeck mulai tercium,kata lucu aura combeck mulai tercium,kata lucu aura combeck mulai tercium,kata lucu aura combeck mulai cium,0,safe,non-cyberbullying,,0,0.529178674351585
813,@ilhamReactv,Mending gue jungler nya😅,mending gue jungler nya,mending saya jungler ya,mending jungler,mending jungler,0,safe,non-cyberbullying,,0,0.529178674351585
814,@HaikalPkl-f1c,"Gila skylar, udah dibase msih di hajar aja 🤣",gila skylar udah dibase msih di hajar aja,gila skylar sudah dibase msih di hajar saja,gila skylar dibase msih hajar,gila skylar dibase msih hajar,0,safe,non-cyberbullying,,0,0.529178674351585
815,@EvosFebri-k1g,Mana pendukung kindom kok gk ada yang komen,mana pendukung kindom kok gk ada yang komen,mana pendukung kindom kok tidak ada yang komen,mana pendukung kindom kok ada komen,mana dukung kindom kok ada komen,0,safe,non-cyberbullying,,0,0.529178674351585
816,@CahayoSa,CASTER BERAT SEBELAH,caster berat sebelah,caster berat sebelah,caster berat sebelah,caster berat belah,0,safe,non-cyberbullying,,0,0.529178674351585
817,@EvosFebri-k1g,Dah rrq mending main sama navi aja,dah rrq mending main sama navi aja,sudah rrq mending main sama navi saja,rrq mending main sama navi,rrq mending main sama navi,0,safe,non-cyberbullying,,0,0.529178674351585
818,@EvosFebri-k1g,RRQ MENDING GK USAH IKUT MPL BUANG WAKTU ONIC LAGI SANTAI,rrq mending gk usah ikut mpl buang waktu onic lagi santai,rrq mending tidak usah ikut mpl buang waktu onic lagi santai,rrq mending usah ikut mpl buang waktu onic santai,rrq mending usah ikut mpl buang waktu onic santai,0,safe,non-cyberbullying,,0,0.529178674351585
819,@ricoandryn8827,Rinz kocak anjir,rinz kocak anjir,rinz kocak anjir,rinz kocak anjir,rinz kocak anjir,1,minor_negative,non-cyberbullying,anjir(negative:1),0,0.529178674351585
820,@bilyindra6069,Jungler apaan sih ini anj,jungler apaan sih ini anj,jungler apaan sih ini anj,jungler apaan sih anj,jungler apa sih anj,0,safe,non-cyberbullying,,0,0.529178674351585
821,@29_sitizamruda7,kembalikan skylar kami,kembalikan skylar kami,kembalikan skylar kami,kembalikan skylar,kembali skylar,0,safe,non-cyberbullying,,0,0.529178674351585
822,@mashuako1,Rinz 2x di kill dalam base 😂😂😂,rinz x di kill dalam base,rinz x di kill dalam base,rinz x kill base,rinz x kill base,0,safe,non-cyberbullying,,0,0.529178674351585
823,@muhammadrahmat4347,rrq tolo,rrq tolo,rrq tolo,rrq tolo,rrq tolo,0,safe,non-cyberbullying,,0,0.529178674351585
824,@MobileLegend-z3m,Lawak kok pick kalea dek dek😂😂😂,lawak kok pick kalea dek dek,lawak kok pick kalau dek dek,lawak kok pick kalau dek dek,lawak kok pick kalau dek dek,0,safe,non-cyberbullying,,0,0.529178674351585
825,@gemoyplay29,Anjay RRQ di ayam2 in di base,anjay rrq di ayam in di base,anjay rrq di ayam in di base,anjay rrq ayam in base,anjay rrq ayam in base,1,minor_negative,non-cyberbullying,anjay(negative:1),0,0.529178674351585
826,@OscarPacker-k8t,"Gimana rasanya kingdom, dibantai samai sang gold laner penggendong handal sebelum ada toy?",gimana rasanya kingdom dibantai samai sang gold laner penggendong handal sebelum ada toy,bagaimana rasanya kingdom dibantai sampai sang gold laner penggendong handal belum ada toy,bagaimana rasanya kingdom dibantai sang gold laner penggendong handal ada toy,bagaimana rasa kingdom bantai sang gold laner gendong handal ada toy,0,safe,non-cyberbullying,,0,0.529178674351585
827,@evosjuaradunia5376,"Wkwk wajar kairi taunting, 2 game 0 death jirr",wkwk wajar kairi taunting game death jirr,wkwk wajar kairi taunting game death jirr,wkwk wajar kairi taunting game death jirr,wkwk wajar kairi taunting game death jirr,0,safe,non-cyberbullying,,0,0.529178674351585
828,@AbangKiki-i8i,Yaa toy,yaa toy,ya toy,toy,toy,0,safe,non-cyberbullying,,0,0.529178674351585
829,@AbsoluteCinemaPerson4577,Gk ada yg bisa kkh kan onic njir rrq aja di 2-0 di royal derby njirr😂😂🤣🤣,gk ada yg bisa kkh kan onic njir rrq aja di di royal derby njirr,tidak ada yang bisa kkh akan onic njir rrq saja di di royal derby njirr,ada bisa kkh onic njir rrq di royal derby njirr,ada bisa kkh onic njir rrq di royal derby njirr,0,safe,non-cyberbullying,,0,0.529178674351585
830,@arsitadilfiana9406,keliatan banget casternya kingdom,keliatan banget casternya kingdom,keliatan banget casternya kingdom,keliatan banget casternya kingdom,liat banget casternya kingdom,0,safe,non-cyberbullying,,0,0.529178674351585
831,@ilhamrizaldi1964,rrq mending tutup aja divisi ml nya ganti aja jadi divisi ludo 🤣,rrq mending tutup aja divisi ml nya ganti aja jadi divisi ludo,rrq mending tutup saja divisi ml ya nanti saja jadi divisi ludo,rrq mending tutup divisi ml nanti jadi divisi ludo,rrq mending tutup divisi ml nanti jadi divisi ludo,0,safe,non-cyberbullying,,0,0.529178674351585
832,@SulaimanSulaiman-q9u,Onic monster semua,onic monster semua,onic monster semua,onic monster semua,onic monster semua,0,safe,non-cyberbullying,,0,0.529178674351585
833,@zkaa_zm,😜👆,,,,,0,safe,non-cyberbullying,,0,0.529178674351585
834,@vrands6901,Rrq kurang di back up nya,rrq kurang di back up nya,rrq kurang di back up ya,rrq kurang back up,rrq kurang back up,0,safe,non-cyberbullying,,0,0.529178674351585
835,@Nathan77334,"Lawak jungle rrq malah di ganti sama yang kek gini,GK guna lol badut",lawak jungle rrq malah di ganti sama yang kek ginigk guna lol badut,lawak jungle rrq malah di nanti sama yang seperti ginigk guna lol badut,lawak jungle rrq malah nanti sama seperti ginigk lol badut,lawak jungle rrq malah nanti sama seperti ginigk lol badut,0,safe,non-cyberbullying,,0,0.529178674351585
836,@T3guh_P,Kasih aja langsung piala hya ke onic,kasih aja langsung piala hya ke onic,kasih saja langsung piala ya ke onic,kasih langsung piala ke onic,kasih langsung piala ke onic,0,safe,non-cyberbullying,,0,0.529178674351585
837,@rajasirait2461,"Udah piala nya kasih onic aja,, 
Karena mereka dah punya skylar",udah piala nya kasih onic aja karena mereka dah punya skylar,sudah piala ya kasih onic saja karena mereka sudah punya skylar,piala kasih onic karena sudah punya skylar,piala kasih onic karena sudah punya skylar,0,safe,non-cyberbullying,,0,0.529178674351585
838,@dimasfirmansyah1562,"ini mah onic lagi latihan di rank epic

the real rrq itu badut,badut m series badut disegala kompetisi tim doang jago Ama kuat tapi badut",ini mah onic lagi latihan di rank epic the real rrq itu badutbadut m series badut disegala kompetisi tim doang jago ama kuat tapi badut,ini mah onic lagi latihan di rank epic the real rrq itu badutbadut m series badut disegala kompetisi tim orang jago sama kuat tapi badut,mah onic latihan rank epic the real rrq badutbadut m series badut disegala kompetisi tim orang jago sama kuat badut,mah onic latih rank epic the real rrq badutbadut m series badut segala kompetisi tim orang jago sama kuat badut,0,safe,non-cyberbullying,,0,0.529178674351585
839,@MLCID245,Rins 2 kali dibunuh dibase sendiri wkwk malu sih kalau gua apalagi siRuns sok paling tau karena dia kapten haha,rins kali dibunuh dibase sendiri wkwk malu sih kalau gua apalagi siruns sok paling tau karena dia kapten haha,rins kali dibunuh dibase sendiri wkwk malu sih kalau saya apalagi siruns sok paling tahu karena dia kapten haha,rins kali dibunuh dibase sendiri wkwk malu sih kalau apalagi siruns sok paling tahu dia kapten haha,rins kali bunuh dibase sendiri wkwk malu sih kalau apalagi siruns sok paling tahu dia kapten haha,5,moderate_toxic,cyberbullying,bunuh(extreme:5),1,9.067901234567902
840,@dienkz2152,Onic ngga jago....😂,onic ngga jago,onic ngga jago,onic ngga jago,onic ngga jago,0,safe,non-cyberbullying,,0,0.529178674351585
841,@daniels8154,15:50 pasti dyren lagi bilang 'kemana kau leekkk',pasti dyren lagi bilang kemana kau leekkk,pasti dyren lagi bilang kemana kamu leekkk,dyren bilang kamu leekkk,dyren bilang kamu leekkk,0,safe,non-cyberbullying,,0,0.529178674351585
842,@RIZKISODIKIN,DIKASIH TUTOR PHARSA GA TUH SIRINZ SAMA SANZ,dikasih tutor pharsa ga tuh sirinz sama sanz,kasih tutor pharsa tidak tuh sirinz sama sanz,kasih tutor pharsa tuh sirinz sama sanz,kasih tutor pharsa tuh sirinz sama sanz,0,safe,non-cyberbullying,,0,0.529178674351585
