id,username,original_comment,cleaned_comment,normalized_comment,stopword_removed,stemmed_comment,toxicity_score,severity_level,category,matched_toxic_words,is_cyberbullying,sample_weight
1012,@ridwansyah1501,"analis RRQ kerja gak si ? Draftnya aneh, toy knp pick moskov knpa gak granger pdahal gak di ban, mau bertahan ampe late ? Padahal granger cocok buat poke harit, rinz juga knp ambil yvie ? , musuh ada phoveous, rrq juga pick nya gak random kaya onic, skyler aja pick nya gatot, jujur aja rrq tuh draftnya picknya di bacain ama onic, kasian core nya di counter terus. Ayo bebenah rrq maju terus respeck .",analis rrq kerja gak si draftnya aneh toy knp pick moskov knpa gak granger pdahal gak di ban mau bertahan ampe late padahal granger cocok buat poke harit rinz juga knp ambil yvie musuh ada phoveous rrq juga pick nya gak random kaya onic skyler aja pick nya gatot jujur aja rrq tuh draftnya picknya di bacain ama onic kasian core nya di counter terus ayo bebenah rrq maju terus respeck,analis rrq kerja tidak si draftnya aneh toy knp pick moskov knpa tidak granger pdahal tidak di ban mau bertahan sampai late padahal granger cocok buat poke harit rinz juga knp ambil yvie musuh ada phoveous rrq juga pick ya tidak random kaya onic skyler saja pick ya gatot jujur saja rrq tuh draftnya picknya di bacain sama onic kasian core ya di counter terus ayo bebenah rrq maju terus respeck,analis rrq kerja si draftnya aneh toy knp pick moskov knpa granger pdahal ban mau bertahan late padahal granger cocok buat poke harit rinz knp ambil yvie musuh phoveous rrq pick tidak random kaya onic skyler pick gatot jujur rrq tuh draftnya picknya di bacain sama onic kasian core di counter terus ayo bebenah rrq maju terus respeck,analis rrq kerja si draftnya aneh toy knp pick moskov knpa granger pdahal ban mau tahan late padahal granger cocok buat poke harit rinz knp ambil yvie musuh phoveous rrq pick tidak random kaya onic skyler pick gatot jujur rrq tuh draftnya picknya di bacain sama onic kasi core di counter terus ayo bebenah rrq maju terus respeck,3,moderate_toxic,non-cyberbullying,poke(gaming:3),0,0.5300732217573222
1013,@Quoraly,"Ngomong lgi dong rinsoo wkwkw, lanjutin kesombongananmu",ngomong lgi dong rinsoo wkwkw lanjutin kesombongananmu,ngomong lagi dong rinsoo wkwkw lanjutin kesombongananmu,ngomong dong rinsoo wkwkw lanjutin kesombongananmu,ngomong dong rinsoo wkwkw lanjutin kesombongananmu,0,safe,non-cyberbullying,,0,0.5300732217573222
1014,@jeremijoseph2178,Ahhhhhhh puas sekali😂,ahhhhhhh puas sekali,ahhhhhhh puas sekali,ahhhhhhh puas sekali,ahhhhhhh puas sekali,0,safe,non-cyberbullying,,0,0.5300732217573222
1015,@mohamadsyahrony6138,"1.Siapa suruh cadangin skylar malah milih toyy😂.
2.sutsujin apa ditinggalin trus di kunciin dirumah 😂😂😅",siapa suruh cadangin skylar malah milih toyy sutsujin apa ditinggalin trus di kunciin dirumah,siapa suruh cadangin skylar malah milih toyy sutsujin apa ditinggalin terus di kunciin dirumah,siapa suruh cadangin skylar malah milih toyy sutsujin apa ditinggalin terus kunciin dirumah,siapa suruh cadangin skylar malah milih toyy sutsujin apa ditinggalin terus kunciin rumah,0,safe,non-cyberbullying,,0,0.5300732217573222
1016,@chezett,Caster mulutnya asbun bngt lul,caster mulutnya asbun bngt lul,caster mulutnya asbun banget lul,caster mulutnya asbun banget lul,caster mulut asbun banget lul,0,safe,non-cyberbullying,,0,0.5300732217573222
1017,@ASEP-zf7uu,di tutorin pharsa sama sanz,di tutorin pharsa sama sanz,di tutorin pharsa sama sanz,tutorin pharsa sama sanz,tutorin pharsa sama sanz,0,safe,non-cyberbullying,,0,0.5300732217573222
1018,@respawnstarz,"😅😅😅  apaan tim yg suka buang pemain yg lg on/masih bagus.. Ya gitu jd bahan LATIHAN 😅😅😅😅
Apalagi liat si RINZ kocak 2 game ngelawak",apaan tim yg suka buang pemain yg lg onmasih bagus ya gitu jd bahan latihan apalagi liat si rinz kocak game ngelawak,apaan tim yang suka buang pemain yang lagi onmasih bagus ya gitu jadi bahan latihan apalagi liat si rinz kocak game ngelawak,apaan tim suka buang pemain lagi onmasih bagus gitu jadi bahan latihan liat si rinz kocak game ngelawak,apa tim suka buang main lagi onmasih bagus gitu jadi bahan latih liat si rinz kocak game ngelawak,0,safe,non-cyberbullying,,0,0.5300732217573222
1019,@gunny2450,Caster team ppq semua😂😂,caster team ppq semua,caster team ppq semua,caster team ppq semua,caster team ppq semua,0,safe,non-cyberbullying,,0,0.5300732217573222
1020,@arymalyaquza157,Apa yg harus di bangga dri tim lokal raja apa ini😂,apa yg harus di bangga dri tim lokal raja apa ini,apa yang harus di bangga dari tim lokal raja apa ini,apa harus bangga tim lokal raja apa,apa harus bangga tim lokal raja apa,0,safe,non-cyberbullying,,0,0.5300732217573222
1021,@Nirwana1999,"Team apaan Blunder Mulu. Idok udah maju ke tower malah ngga di gas. Toy gimana siih dari mach 1 ngluarin skill ragu"" amat ..",team apaan blunder mulu idok udah maju ke tower malah ngga di gas toy gimana siih dari mach ngluarin skill ragu amat,team apaan blunder mulu idok sudah maju ke tower malah ngga di gas toy bagaimana siih dari mach ngluarin skill ragu amat,team apaan blunder mulu idok maju tower malah ngga gas toy bagaimana siih mach ngluarin skill ragu,team apa blunder mulu idok maju tower malah ngga gas toy bagaimana siih mach ngluarin skill ragu,0,safe,non-cyberbullying,,0,0.5300732217573222
1022,@abaybule-o8s,RRQ punya hyper guna apa woi? ada yg bisa jawab woi,rrq punya hyper guna apa woi ada yg bisa jawab woi,rrq punya hyper guna apa woi ada yang bisa jawab woi,rrq punya hyper apa woi yang jawab woi,rrq punya hyper apa woi yang jawab woi,0,safe,non-cyberbullying,,0,0.5300732217573222
1023,@silverrain347,Rinz suruh maen xp aja,rinz suruh maen xp aja,rinz suruh maen xp saja,rinz suruh maen xp,rinz suruh maen xp,0,safe,non-cyberbullying,,0,0.5300732217573222
1024,@FauziSlay,Si El blunder pasti nyalahing bang dyrennn...,si el blunder pasti nyalahing bang dyrennn,si el blunder pasti nyalahing bang dyrennn,si el blunder nyalahing bang dyrennn,si el blunder nyalahing bang dyrennn,0,safe,non-cyberbullying,,0,0.5300732217573222
1025,@stevenbaldy7983,"Lawan berat apaan, berat lawan geek kemaren dripda lawan rrq😅",lawan berat apaan berat lawan geek kemaren dripda lawan rrq,lawan berat apaan berat lawan geek kemaren dripda lawan rrq,lawan berat apaan berat lawan geek kemaren dripda lawan rrq,lawan berat apa berat lawan geek kemaren dripda lawan rrq,0,safe,non-cyberbullying,,0,0.5300732217573222
1026,@zasmit-ack,Haha musim paling ancur rrq,haha musim paling ancur rrq,haha musim paling ancur rrq,haha musim paling ancur rrq,haha musim paling ancur rrq,0,safe,non-cyberbullying,,0,0.5300732217573222
1027,@NurhaedaNur-q3l,😂 tutor 2 match 2 kali rinz di bunuh dalam base king skylarrr boskuh senggol donkk,tutor match kali rinz di bunuh dalam base king skylarrr boskuh senggol donkk,tutor match kali rinz di bunuh dalam base king skylarrr boskuh senggol donkk,tutor match kali rinz bunuh base king skylarrr boskuh senggol donkk,tutor match kali rinz bunuh base king skylarrr boskuh senggol donkk,5,moderate_toxic,cyberbullying,bunuh(extreme:5),1,8.81304347826087
1028,@FauziSlay,Side Lane nya kalah karna tengahnya gaenak wkwkkwkwkkwk,side lane nya kalah karna tengahnya gaenak wkwkkwkwkkwk,side lane ya kalau karena tengahnya gaenak wkwkkwkwkkwk,side lane kalau tengahnya gaenak wkwkkwkwkkwk,side lane kalau tengah gaenak wkwkkwkwkkwk,0,safe,non-cyberbullying,,0,0.5300732217573222
1029,@Nirwana1999,Jungler macam apa inih.. coo.,jungler macam apa inih coo,jungler macam apa inih coo,jungler macam apa inih coo,jungler macam apa inih coo,0,safe,non-cyberbullying,,0,0.5300732217573222
1030,@AfrilMaulana-uq6eb,26:26 akhirnya rinz bisa solo kill sanz..,akhirnya rinz bisa solo kill sanz,akhirnya rinz bisa solo kill sanz,akhirnya rinz solo kill sanz,akhir rinz solo kill sanz,0,safe,non-cyberbullying,,0,0.5300732217573222
1031,@HelanHalada,"Mknya jangan suka ganti player,,akhirnya kalah kan..
 RRQ mending ganti aja pelatihnya,,bikin kecewa pendukung,,",mknya jangan suka ganti playerakhirnya kalah kan rrq mending ganti aja pelatihnyabikin kecewa pendukung,mknya jangan suka nanti playerakhirnya kalau akan rrq mending nanti saja pelatihnyabikin kecewa pendukung,mknya jangan suka playerakhirnya kalau rrq mending saja pelatihnyabikin kecewa pendukung,mknya jangan suka playerakhirnya kalau rrq mending saja pelatihnyabikin kecewa dukung,0,safe,non-cyberbullying,,0,0.5300732217573222
1032,@FauziSlay,Sparing kah,sparing kah,sparing kah,sparing,sparing,0,safe,non-cyberbullying,,0,0.5300732217573222
1033,@Cinta2017,Sanz 😂,sanz,sanz,sanz,sanz,0,safe,non-cyberbullying,,0,0.5300732217573222
1034,@naningzaenalmustopa09,"Lim kocul "" Aroma comeback mulai tercium"" Ngakak bngt wkwk",lim kocul aroma comeback mulai tercium ngakak bngt wkwk,lim kocul aroma comeback mulai tercium ngakak banget wkwk,lim kocul aroma comeback mulai tercium ngakak banget wkwk,lim kocul aroma comeback mulai cium ngakak banget wkwk,0,safe,non-cyberbullying,,0,0.5300732217573222
1035,@DanaRusdiana-w7r,Pada geblek ABC ini 😅😅 gua kingdom terheran sama pikirannya,pada geblek abc ini gua kingdom terheran sama pikirannya,pada geblek abc ini saya kingdom terheran sama pikirannya,geblek abc saya kingdom terheran sama pikirannya,geblek abc saya kingdom heran sama pikir,0,safe,non-cyberbullying,,0,0.5300732217573222
1036,@abaybule-o8s,sumpah hyper RRQ yg skrng drak sistem,sumpah hyper rrq yg skrng drak sistem,sumpah hyper rrq yang skrng drak sistem,sumpah hyper rrq skrng drak sistem,sumpah hyper rrq skrng drak sistem,0,safe,non-cyberbullying,,0,0.5300732217573222
1037,@Saidnew010,piala mpl langsung kasi aja ke onic,piala mpl langsung kasi aja ke onic,piala mpl langsung kasih saja ke onic,piala mpl langsung kasih ke onic,piala mpl langsung kasih ke onic,0,safe,non-cyberbullying,,0,0.5300732217573222
1038,@julianhadiputra2906,11 12 ama sutsujin kaya taek wkwk,ama sutsujin kaya taek wkwk,sama sutsujin kaya taek wkwk,sama sutsujin kaya taek wkwk,sama sutsujin kaya taek wkwk,0,safe,non-cyberbullying,,0,0.5300732217573222
1039,@openhouse_________,aura aura farming 😂,aura aura farming,aura aura farming,aura aura farming,aura aura farming,0,safe,non-cyberbullying,,0,0.5300732217573222
1040,@RR9_HOSHI,tutorial menjadi caster pro RRQ,tutorial menjadi caster pro rrq,tutorial menjadi caster pro rrq,tutorial menjadi caster pro rrq,tutorial jadi caster pro rrq,0,safe,non-cyberbullying,,0,0.5300732217573222
1041,@SupomoMainan,Toy  kena mental ..main jelek bgt...ganti aja,toy kena mental main jelek bgtganti aja,toy karena mental main jelek bgtganti saja,toy mental main jelek bgtganti,toy mental main jelek bgtganti,4,moderate_toxic,cyberbullying,jelek(personal:4),1,8.81304347826087
1042,@mucklisnuryanto2618,RW ni.. Mana bocah kingdom yg arogan waktu dan tempatnya dpersilahkan,rw ni mana bocah kingdom yg arogan waktu dan tempatnya dpersilahkan,rw ni mana bocah kingdom yang arogan waktu dan tempatnya dpersilahkan,rw ni mana bocah kingdom arogan waktu tempatnya dpersilahkan,rw ni mana bocah kingdom arogan waktu tempat dpersilahkan,0,safe,non-cyberbullying,,0,0.5300732217573222
1043,@rosirosimm365,casternya jan berat sebelah min 😢,casternya jan berat sebelah min,casternya jan berat sebelah min,casternya jan berat sebelah min,casternya jan berat belah min,0,safe,non-cyberbullying,,0,0.5300732217573222
1044,@bagasanggara5396,casternya ke rrq bgt ya,casternya ke rrq bgt ya,casternya ke rrq banget ya,casternya rrq banget,casternya rrq banget,0,safe,non-cyberbullying,,0,0.5300732217573222
1045,@icaicanomi,"Tulang punggung RRQ ke ONIC apalah jadinya RRQ , apakah akan senasib sama EVOS 😶😶",tulang punggung rrq ke onic apalah jadinya rrq apakah akan senasib sama evos,tulang punggung rrq ke onic apalah jadinya rrq apakah akan senasib sama evos,tulang punggung rrq onic apalah jadinya rrq akan senasib sama evos,tulang punggung rrq onic apa jadi rrq akan nasib sama evos,0,safe,non-cyberbullying,,0,0.5300732217573222
1046,@ferryfr9080,"23:48 ""aroma comeback mulai tercium""😹😹😹",aroma comeback mulai tercium,aroma comeback mulai tercium,aroma comeback mulai tercium,aroma comeback mulai cium,0,safe,non-cyberbullying,,0,0.5300732217573222
1047,@ketua-sekte25,Kasian dyren,kasian dyren,kasian dyren,kasian dyren,kasi dyren,0,safe,non-cyberbullying,,0,0.5300732217573222
1048,@khairulpongkel2884,"Mana ujin woy,, hadehhh yg turun jugle abal abal🤦‍♂️🤦‍♂️",mana ujin woy hadehhh yg turun jugle abal abal,mana ujin woy hadehhh yang turun jugle abal abal,mana ujin woy hadehhh turun jugle abal abal,mana ujin woy hadehhh turun jugle abal abal,0,safe,non-cyberbullying,,0,0.5300732217573222
1049,@ptuangga7743,Caster berat sebelah,caster berat sebelah,caster berat sebelah,caster berat sebelah,caster berat belah,0,safe,non-cyberbullying,,0,0.5300732217573222
1050,@-wahyudha,STOP MAIN RAJA-RAJAAN,stop main rajarajaan,stop main rajarajaan,stop main rajarajaan,stop main rajarajaan,0,safe,non-cyberbullying,,0,0.5300732217573222
1051,@ropicrewsakan2263,EZ,ez,ez,ez,ez,0,safe,non-cyberbullying,,0,0.5300732217573222
1052,@ropicrewsakan2263,EZ,ez,ez,ez,ez,0,safe,non-cyberbullying,,0,0.5300732217573222
1053,@amamRasid,Mana toyyy ayam,mana toyyy ayam,mana toyyy ayam,mana toyyy ayam,mana toyyy ayam,0,safe,non-cyberbullying,,0,0.5300732217573222
1054,@dikhdews23,Onic latihan VS AI versi MPL,onic latihan vs ai versi mpl,onic latihan vs ai versi mpl,onic latihan vs ai versi mpl,onic latih vs ai versi mpl,0,safe,non-cyberbullying,,0,0.5300732217573222
1055,@RoniHaryono97,Midlaner yang bilang onic ga jago 😂😂😂.. minimal  bilang makasih udah di kasih kil😅😅😅,midlaner yang bilang onic ga jago minimal bilang makasih udah di kasih kil,midlaner yang bilang onic tidak jago minimal bilang terima kasih sudah di kasih kil,midlaner bilang onic jago minimal bilang terima kasih di kasih kil,midlaner bilang onic jago minimal bilang terima kasih di kasih kil,0,safe,non-cyberbullying,,0,0.5300732217573222
1056,@tukmakudadiri5027,Skylar mau di gembeng mlah mati,skylar mau di gembeng mlah mati,skylar mau di gembeng mlah mati,skylar mau gembeng mlah mati,skylar mau gembeng mlah mati,5,moderate_toxic,cyberbullying,mati(extreme:5),1,8.81304347826087
1057,@tobrutphobia69,👉🏻🤪👉🏻🤪,,,,,0,safe,non-cyberbullying,,0,0.5300732217573222
1058,@ilhamagista5142,"zunesh snawbol Bangett parahh ,",zunesh snawbol bangett parahh,zunesh snawbol banget parahh,zunesh snawbol banget parahh,zunesh snawbol banget parahh,0,safe,non-cyberbullying,,0,0.5300732217573222
1059,@Mingoo0406,Ini caster khusus untuk rrq kah? Ada momen onic ngekill tapi yg dibahas rrq mulu 😅 minimal profesional lah kalau kerja keliatan bgt one sided ngecastnya. Dari dulu ga berubah lama2 males tau dengernya! Mending nonton caster english mereka lebih profesional!,ini caster khusus untuk rrq kah ada momen onic ngekill tapi yg dibahas rrq mulu minimal profesional lah kalau kerja keliatan bgt one sided ngecastnya dari dulu ga berubah lama males tau dengernya mending nonton caster english mereka lebih profesional,ini caster khusus untuk rrq kah ada momen onic ngekill tapi yang dibahas rrq mulu minimal profesional lah kalau kerja keliatan banget one sided ngecastnya dari dulu tidak berubah lama males tahu dengernya mending nonton caster english mereka lebih profesional,caster khusus rrq ada momen onic ngekill yang dibahas rrq mulu minimal profesional lah kalau kerja keliatan banget one sided ngecastnya dulu berubah lama males tahu dengernya mending nonton caster english lebih profesional,caster khusus rrq ada momen onic ngekill yang bahas rrq mulu minimal profesional lah kalau kerja liat banget one sided ngecastnya dulu ubah lama males tahu dengernya mending nonton caster english lebih profesional,0,safe,non-cyberbullying,,0,0.5300732217573222
1060,@DadaPaha-mi8pl,Ini match di event MPL ID atau lagi Rank sih? Kok easy bgt,ini match di event mpl id atau lagi rank sih kok easy bgt,ini match di event mpl id atau lagi rank sih kok easy banget,match event mpl id lagi rank sih kok easy banget,match event mpl id lagi rank sih kok easy banget,0,safe,non-cyberbullying,,0,0.5300732217573222
1061,@mharfirandafira1469,Zunesh kebanyakan blunder,zunesh kebanyakan blunder,zunesh kebanyakan blunder,zunesh kebanyakan blunder,zunesh banyak blunder,0,safe,non-cyberbullying,,0,0.5300732217573222
1062,@fauzaayudiaputra7266,apakah bakalan 100% wr onic id?,apakah bakalan wr onic id,apakah bakalan wr onic id,bakalan wr onic id,bakal wr onic id,0,safe,non-cyberbullying,,0,0.5300732217573222
1063,@Udaroziprimepointserang,Onic vs Aii kayak nya lebih menantang dari pada ini,onic vs aii kayak nya lebih menantang dari pada ini,onic vs aii seperti ya lebih menantang dari pada ini,onic vs aii ya lebih menantang pada,onic vs aii ya lebih tantang pada,0,safe,non-cyberbullying,,0,0.5300732217573222
1064,@YerryHandika-j8o8v,Nonton nya juga kasian..RRQ kaya di maenin onic..strategi RRQ masih kaya begini2 ajja.. Dijamin gak bakal juara ampe kapan pun..kasian penonton nya kalo tiap ketemu onic atau genk dan BTR kalah... Jadi bahan ledekan... Wkwkwk,nonton nya juga kasianrrq kaya di maenin onicstrategi rrq masih kaya begini ajja dijamin gak bakal juara ampe kapan punkasian penonton nya kalo tiap ketemu onic atau genk dan btr kalah jadi bahan ledekan wkwkwk,nonton ya juga kasianrrq kaya di maenin onicstrategi rrq kasih kaya begini ajja dijamin tidak bakal juara sampai kapan punkasian penonton ya kalau tiap ketemu onic atau genk dan btr kalau jadi bahan ledekan wkwkwk,nonton juga kasianrrq kaya maenin onicstrategi rrq kasih kaya begini ajja dijamin bakal juara kapan punkasian penonton kalau tiap ketemu onic genk btr kalau jadi bahan ledekan wkwkwk,nonton juga kasianrrq kaya maenin onicstrategi rrq kasih kaya begini ajja jamin bakal juara kapan punkasian tonton kalau tiap ketemu onic genk btr kalau jadi bahan ledek wkwkwk,0,safe,non-cyberbullying,,0,0.5300732217573222
